194932672,english,2025.04.15 13:55,✅,✅,0.4761904776,0,very good,very good
194905634,spanish,2025.04.15 01:21,❌,✅,0.5,0,no me gusto es lento. se crashea mucho. tuve que reiniciar mi computadora 2 VECES para que me ande. tiene pocos niveles no tiene cuchillos ni buenas animaciones.,I didn't like it; it's slow. It crashes a lot. I had to restart my computer twice to get it to work. It has few levels and no knives or good animations.
194657712,english,2025.04.11 08:28,❌,✅,0.4961831868,1,CS2 community servers r free bro,CS2 community servers r free bro
194009719,french,2025.04.02 02:15,✅,✅,0.4761904776,0,7/10 je sais bhop maintenant,7/10 I know bhop now
192165623,spanish,2025.03.06 23:27,❌,✅,0.5,0,"la cagada va en la taza,esta mal hecho horrible,no tiene un buen movimiento de bhop aparte.","The shit goes in the cup, it's horribly done, it doesn't have a good bhop movement apart."
192112054,polish,2025.03.06 10:43,❌,✅,0.5,0,myślałem że jest dobra myliłem się,"I thought it was good, I was wrong"
190988032,french,2025.02.23 17:37,❌,✅,0.5,0,"N'achetez pas le jeu n est pas comme sur telephone n acheter pas !!!!
","Don't buy the game, it's not like the phone game, don't buy it!!!!
"
190231576,russian,2025.02.15 10:40,❌,✅,0.4761904776,0,"Игра плохая, играть трудно и и невозможно, в мобильной версии Bhop все шикарно, а тут... еще и настроек нет прыжков и тп, не советую покупать","The game is bad, it's difficult and even impossible to play. The mobile version of Bhop is great, but here... there are no settings for jumping, etc. I don't recommend buying it."
187084977,turkish,2025.01.03 20:39,❌,✅,0.5238095522,1,Cok kotu,
185861835,russian,2025.00.18 18:32,❌,✅,0.5,0,"я не понял в чём суть игры, я играл в телефонную версию, там  можно разгоняться и онлайна больше, а тут ты сможешь разогнаться только если чувствительность на max выкрутишь,  чтоб проиграть приходиться самому создавать карты ,тогда спрашивается зачем войс,  и карт мало очень, не покупайте, лучше скачайте кс2, и установите карту","I don't understand the point of the game. I played the phone version, where you can speed up and there's more online play. But here you can only speed up if you crank up the sensitivity to max. To lose, you have to create your own maps. So, why do you need voice? There are very few maps. Don't buy it. It's better to download CS2 and install the map."
183321535,german,2024.11.22 01:12,❌,✅,0.5,0,"I ask my mom if i can get this game
She says yes
i go instal it
i play it 5 mins
realising its shit and the mobile version is WAYY better","I ask my mom if I can get this game
She says yes
I go install it
i play it 5 mins
realizing its shit and the mobile version is WAYY better"
179682068,brazilian,2024.10.24 03:20,❌,✅,0.5238095522,1,"Jogo ruim da desgrama, horrivel não tem como correr, os cara que criou ta passando fome, não comprem","Bad game, horrible, there's no way to run, the guys who created it are starving, don't buy it"
179468711,latam,2024.10.21 05:04,❌,✅,0.5,0,Es una cagada,It's a shit
179468609,latam,2024.10.21 05:02,❌,❌,0.5238095522,1,"NO LO RECOMIENDO PARA NADA, ES UNA ESTAFA, NO COMPRAR","I DO NOT RECOMMEND IT AT ALL, IT IS A SCAM, DO NOT BUY"
179184214,english,2024.10.17 02:12,❌,✅,0.5238095522,1,This game sucks you move slow and the movement did not work for me so worst buy of my life and cant refund it anymore.,This game sucks you move slow and the movement did not work for me so worst buy of my life and cant refund it anymore.
176275494,english,2024.09.03 14:05,❌,✅,0.5833333135,4,this game is really ass,this game is really ass
172034792,turkish,2024.07.13 15:17,✅,✅,0.5238095522,1,Skibidi Toilet Game,
171979398,english,2024.07.12 21:41,✅,✅,0.4399999976,1,I bought this game 2 years ago because i was trying to play CS surf but i didnt know what CSGO was. Very good changed my life,I bought this game 2 years ago because i was trying to play CS surf but i didnt know what CSGO was. Very good changed my life
169608588,english,2024.06.11 20:40,❌,✅,0.5416666865,3,i mean you are better off just playing in bhop servers on cs,i mean you are better off just playing in bhop servers on cs
169549980,spanish,2024.06.11 04:24,❌,✅,0.5238095522,1,una mierda de juego.,a shitty game.
169245498,turkish,2024.06.07 18:41,❌,✅,0.5238095522,1,"Bu oyuna vereceğiniz paraya kesinlikle deymez, eğer bhop pro oynamak isterseniz mobilde bedava oradan tavsiye ederim ve mobildeki pc dekine kıyasla daha iyi. Oyunun daha çok geliştirilmesi lazım. :)",
168777494,russian,2024.06.02 16:31,❌,✅,0.5238095522,2,Данный проект показывает нам как не стоит делать игры.,This project shows us how not to make games.
162734193,schinese,2024.03.12 20:23,❌,✅,0.5345088243,4,"一坨狗屎
什么垃圾玩意儿搞得GPU使用率这么高",What the heck is causing the GPU usage to be so high?
162712206,english,2024.03.12 13:06,✅,✅,0.4545454681,0,hnb,hnb
162422963,english,2024.03.07 20:14,❌,✅,0.5238095522,1,fuck this game it was a total waste of money,fuck this game it was a total waste of money
162151677,spanish,2024.03.04 04:51,❌,✅,0.5,0,es una pronga,it's a prong
161427381,russian,2024.02.25 16:14,❌,✅,0.5,1,0/10,0/10
160598577,french,2024.02.15 21:04,❌,✅,0.5,0,"PIRE ARNAQUE POUR 2$ !! NE PAS ACHETER? AUCUNES SENSATIONS DE BHOP, PAS DE PERSONALISATION DU CUT, RIEN JUSTE DE LA MERDE EN BOITE","WORST SCAM FOR $2!! DON'T BUY? NO BHOP FEEL, NO CUT CUSTOMIZATION, NOTHING JUST CANNED SHIT"
160004821,spanish,2024.02.07 04:35,❌,✅,0.5,0,malo malo,bad bad
159078520,tchinese,2024.01.23 22:16,❌,✅,0.5,0,so f*** s##t,so f*** s##t
156037142,russian,2024.00.15 18:46,❌,✅,0.5,1,"говно
На телефонной версий можно хоть разогнатся а в стимовской нельзя
Да ещё и к тому же нельзя играть хоть с кем то, серваки пустые","It's crap.
You can at least overclock the phone version, but you can't on the Steam version.
And on top of that, you can't play with anyone; the servers are empty."
156028566,russian,2024.00.15 15:27,❌,✅,0.5,0,Ужас ебанный.,Fucking horror.
152499728,english,2023.10.29 11:33,❌,✅,0.5,0,"If you buy this knowing how bad of a game it is, respectfully sell your pc","If you buy this knowing how bad of a game it is, respectfully sell your pc"
148342186,ukrainian,2023.09.16 20:18,✅,✅,0.5454545617,3,Yeah,
146946867,polish,2023.08.24 20:51,❌,✅,0.5454545617,2,baddest game i played i want my cash back for it,baddest game i played and want my cash back for it
145383922,japanese,2023.07.31 18:33,✅,✅,0.5,1,"日本語のレビューが無かったので参考までに書いておきます。
まず最初に、これを見ている方の中でセールじゃないのに買うか検討している人へ(いないとは思いますが)
買うべきではないです。私はセールで100円で買いました。
このゲームはどうやらスマホゲームからの移植らしく、スマホ版ではキャラクターが結構スピーディーに動いたが、こっちだと遅すぎる、といったレビューをちらっと見かけました。[u] 実はこのゲームには速度を出すのにコツ？バグ？があり、普通にバニホをすると右下のvelocity(速度)が最大500までしか上がらないのですが、バニホしながら視点を右か左に振ると速度がどんどん上がっていきます。 [/u]ストアページのプレイ動画が速度出てるのはこれをしているんだと思います。早く視点を振りすぎたり壁にぶつかると速度が一気に落ちるのでかなりこのゲーム自体の難易度は高いと言えるでしょう。プレイ動画ほどスムーズには[b] 絶対 [/b]行きません。
マップは結構な数ありますがいかんせんミスしたらまた速度を上げるためにぐるぐる回らなくちゃいけないのですぐ飽きると思います。チェックポイントも一応ありますがなんならチェックポイントからだと足場が狭くてもっと難しくなります。
だらだらと書きましたが私はセールで100円ならこれでもいいやと思ったのでおすすめにしておきます。参考になれば幸いです。","Since there were no reviews in Japanese, I'll write this for reference.
First of all, to anyone reading this who's considering buying this game even though it's not on sale (I doubt there are),
You shouldn't buy it. I bought it on sale for 100 yen.
Apparently this game is a port from a mobile game, and I've seen reviews saying that the characters moved quite quickly in the mobile version, but are too slow here. [u] Actually, there's a trick? A bug? for increasing speed in this game. When you normally use a vanilla hob, the velocity in the bottom right only goes up to 500, but if you swing your view to the right or left while using a vanilla hob, your speed will increase rapidly. [/u] I think this is why the gameplay video on the store page shows the speed. If you swing your view too quickly or hit a wall, your speed will drop drastically, so I'd say this game itself is quite difficult. It will never [b] go as smoothly as it looks in the gameplay video. There are quite a few maps, but if you make a mistake you have to go around in circles to pick up speed again, so you'll get bored of it pretty quickly. There are checkpoints, but the footholds are narrower once you leave them, making it even more difficult.
I've written a lot, but for a 100 yen sale I thought this was fine, so I'd recommend it. I hope it's helpful."
144556218,russian,2023.07.19 15:17,❌,✅,0.5,0,Очень сыро,It's very damp
144526683,turkish,2023.07.19 04:43,❌,✅,0.5258620381,2,Çok kütük bi oyun ya,
144434561,brazilian,2023.07.17 23:41,❌,✅,0.4761904776,0,OI,HEY
144266965,english,2023.07.15 18:57,❌,✅,0.5,0,give me a fucking refound cuz this shit sucks ass and i aint happy jak dva grepy cuz there are no maps no surf no nuttin so anna go kms rn fr fr,give me a fucking refound cuz this shit sucks ass and i aint happy jak dva grepy cuz there are no maps no surf no nuttin so anna go kms rn fr fr
144138640,turkish,2023.07.14 05:27,❌,✅,0.5,0,cidden çok kötü asla tavsiye etmiyorum,
143625889,russian,2023.07.08 05:25,❌,✅,0.5909529924,9,"Игра не стоит своих денег, купил за 16 гривен на распродаже, но 169 это слишком, покупать не стоит","The game isn't worth the money. I bought it for 16 hryvnias on sale, but 169 is too much, so it's not worth buying."
143625765,russian,2023.07.08 05:22,❌,✅,0.4926375151,1,скачайте пиратку,download the pirated version
142296342,brazilian,2023.06.18 02:50,❌,✅,0.5,0,"20 reais na merda de um jogo que nem abre e dps a empresa reclama q não tem publico
TAMBEM A MERDA N ABRE VAI FAZE OQ
eu n so besta de pesquisa tutorial de 40 minutos q como arruma o bug essa empresa q arrume eu comprei joguem um pouco e no dia seguinte a merda n abre","20 reais for a shitty game that doesn't even open and then the company complains that it doesn't have an audience.
THE SHIT DOESN'T OPEN, WHAT CAN YOU DO?
I'm not just an idiot for researching a 40-minute tutorial, but how do I fix the bug? This company should fix it. I bought it, played it for a bit, and the next day the shit doesn't open."
142011310,russian,2023.06.14 00:08,✅,✅,0.5546751022,8,Научился бхопить в кске,I learned to bhop in CS:GO
141881354,brazilian,2023.06.12 08:34,❌,✅,0.5,0,"Um cu, não comprem essa pereba n rodou na minha nave credo","A cuck, don't buy this rubbish, it didn't run on my ship, I believe"
141619275,german,2023.06.08 22:14,❌,✅,0.5,1,idont konw but it is trash,idont konw but it is trash
141567260,brazilian,2023.06.08 06:19,❌,✅,0.5,1,"jogo horrivel nao gastem um centavo, isso é a coisa mais horrorosa que eu ja coloquei minhas maos, se eu pudesse me degolava na frente do criador dessa bosta, espero que ele durma com peso na consciencia sobre o quao merda ele é,  esse bosta. isso não é um conselho, é um aviso. nao comprem essa porra","Horrible game, don't spend a penny. This is the most horrible thing I've ever laid my hands on. If I could, I'd slit my throat in front of the creator of this shit. I hope he sleeps with a guilty conscience about how much of a piece of shit he is. This isn't advice, it's a warning. Don't buy this shit."
141309428,polish,2023.06.04 21:42,❌,✅,0.5217391253,3,"kupa nie polecam, mobilna wersja to podrubka ale jest jusz lepsza od orginału, niespełnia oczekiwań. Kupa










PS. Kupa","I don't recommend it, the mobile version is a fake, but it's already better than the original, it doesn't live up to expectations. It's a bummer.

PS. It's a bummer."
141195652,polish,2023.06.03 11:18,✅,✅,0.4761904776,0,"po czasie morzna załapać jak grać polecam
","After a while, you'll learn how to play. I recommend it."
140106515,ukrainian,2023.05.15 20:06,❌,❌,0.4761904776,0,Не купуйте цей товар. Краще придбайте собі поїсти та попити на ці гроші.,
139925655,english,2023.05.12 07:52,❌,✅,0.4831081331,3,"Super bad game, I didn't know where Bhoping came from (it's from CSGO or other source games) and thought it was this game, it is not and is a complete joke. DO NOT BUY THIS GAME, it really is just a scam at this point, it lags and the fps sucks, and you can't even Bhop normally like the way you're supposed to bhop. Don't waist your money and spend it else where.","Super bad game, I didn't know where Bhoping came from (it's from CSGO or other source games) and thought it was this game, it is not and is a complete joke. DO NOT BUY THIS GAME, it really is just a scam at this point, it lags and the fps sucks, and you can't even Bhop normally like the way you're supposed to bhop. Don't waist your money and spend it else where."
139558963,turkish,2023.05.05 00:19,❌,✅,0.5,1,"bu oyunu almayın oynamayın aga cs 1.6 bunyyhop serverlarına girin daha zevk alırsınız 
oyunda 10dan az map var , oyun oynanmıyor ,BÖYLE ZIKKIM BİR OYUN GÖRMEDİM İĞRENÇ KESİNLİKLE ALMAYIN",
139217220,english,2023.04.29 19:10,✅,✅,0.4716531634,0,Almost refunded the game then figured out how to gain speed then the game was fun. :) 9/10 acceleration was too slow tho,Almost refunded the game then figured out how to gain speed then the game was fun. :) 9/10 acceleration was too slow tho
139085925,english,2023.04.27 17:38,❌,✅,0.5,0,this is A  S    S it cant start its so bad,this is A  S    S it cant start its so bad
139050521,german,2023.04.27 03:42,❌,✅,0.5,0,You need a tutorial its hard to know how to move with no infomation and the movement is weird,You need a tutorial its hard to know how to move with no information and the movement is weird
138792600,turkish,2023.04.23 01:15,❌,✅,0.5,1,amına soktugumun oyununda hızlanıyom duruyor amına koydugum karakteri bu oyunu almayın bok gıbı,
138660312,english,2023.04.21 08:07,❌,✅,0.5,0,"it sucks

","it sucks

"
138234238,english,2023.04.13 16:43,❌,✅,0.6222404242,11,Sucks ass,Sucks ass
137256443,english,2023.03.25 06:54,❌,✅,0.5,0,"It's a boring and disappointing game. I can play it for free from a smartphone and it's 100 times more fun. You can't jump, the speed is always low unless you move the camera A LOT, and the levels are unintelligible, impossible and boring. Disappointing... (English)
Es un juego aburrido y decepcionante. Puedo jugarlo gratis desde un teléfono inteligente y es 100 veces más divertido. No puedes saltar, la velocidad siempre es baja a menos que muevas MUCHO la cámara, y los niveles son ininteligibles, imposibles y aburridos.
Decepcionante... (Español)
","It's a boring and disappointing game. I can play it for free from a smartphone and it's 100 times more fun. You can't jump, the speed is always low unless you move the camera A LOT, and the levels are unintelligible, impossible and boring. Disappointing... (English)
Es un juego aburrido y decepcionante. Puedo jugarlo gratis desde un teléfono inteligente y es 100 veces más divertido. No puedes saltar, la velocidad siempre es baja a menos que muevas MUCHO la cámara, y los niveles son ininteligibles, imposibles y aburridos.
Decepcionante... (Español)
"
136863160,russian,2023.03.17 19:44,❌,✅,0.5940278769,10,одним словом ХЕРНЯ,"in one word, it's bullshit"
136828287,turkish,2023.03.17 01:35,❌,✅,0.5,0,almayın gereksiz denemeyin bile,
136746175,spanish,2023.03.15 19:09,❌,✅,0.5,0,malisimo,lousy
136725933,english,2023.03.15 11:37,❌,✅,0.5212569237,2,"Not worth the money at all, even for 81 cents sale. 
Better take the scuffed version games below this one, they're easier and better.
This one is shit.
I mean even if you want to bhop like 20% then just jump around and spin. That's cringe.
Trash of a game, i'l take the scuffed versions.","Not worth the money at all, even for 81 cents sale. 
Better take the scuffed version games below this one, they're easier and better.
This one is shit.
I mean even if you want to bhop like 20% then just jump around and spin. That's cringe.
Trash of a game, i'l take the scuffed versions."
136705418,turkish,2023.03.15 01:57,✅,❌,0.4642857015,3,"bunny bundan öğrendim 
",
136666694,english,2023.03.14 10:38,✅,✅,0.5,0,🐇,🐇
136599559,english,2023.03.13 02:55,❌,❌,0.4811815023,1,it is fucking fake dont buy this gay shit,it is fucking fake dont buy this gay shit
136467286,russian,2023.03.10 16:31,❌,❌,0.5454545617,2,"Полное Г%вно , по сравнению с мобильной версией Bhop Pro это вообще какой то полный ужас","Complete crap, compared to the mobile version of Bhop Pro it's a complete horror."
135960296,turkish,2023.03.02 17:57,❌,✅,0.5,0,ilk defa böyle oyunlara ilgim oldu ve indirdim çok mutluydum serverlar iyi parkurlar iyi diye aldıktan sonra bin pişman oldum oyunda hızlı gitmek mi dersin pc kaldırıyomu dersin okuyun indirmeyin pişman olursunuz iyi diyenleri hepsi bot,
135464083,polish,2023.02.26 14:05,❌,✅,0.5669291019,3,oddajcie mi hajs,give me my money back
135356249,english,2023.02.25 06:38,❌,✅,0.4761904776,0,it sucks,it sucks
135019084,spanish,2023.02.20 09:55,✅,✅,0.5,0,"pues esta bueno pero le hacen falta mapas y no se si se puede correr porque por ahora no he podido
","Well, it's good, but it needs maps, and I don't know if you can run it because I haven't been able to yet.
"
134097691,russian,2023.02.05 09:37,❌,✅,0.6435316205,12,в сапера лучше играть,It's better to play Minesweeper
133832677,spanish,2023.02.01 04:26,❌,✅,0.5217391253,1,"Esta de la rreputa mierda esta vaina no la compren enserio, mejor instalen la version gratis de celular esa es mucho mejor","This shit is fucking shit, don't buy it seriously, better install the free version for cell phone, that's much better"
133491578,english,2023.01.24 17:20,❌,✅,0.5,0,Would not recommend at all!!,Would not recommend at all!!
133484391,turkish,2023.01.24 15:06,❌,❌,0.5435684919,3,Ben böyle oyunun gelmişini geçmişini 7 kere,
132735033,english,2023.01.13 00:58,❌,✅,0.5,0,fuck this shit its horrible suck my mad nuts eat my shit fucking asshole i hope ur hoe mom dies you piece of shit,fuck this shit its horrible suck my mad nuts eat my shit fucking asshole i hope ur hoe mom dies you piece of shit
132347422,spanish,2023.01.07 05:32,❌,✅,0.5,0,"el juego es bueno y funciona bien por solo 1 o 2 horas ya que despues el juego se comienza a cerrar solo, cuando por fin abre y vas a jugar un mapa tu personaje no reacciona al mouse la camara no se mueve, si intestas ver como solucionarlo en los ajustes el personaje no camina, lo borre muchas veces y siempre pasa lo mismo","The game is good and works well for only 1 or 2 hours because after that the game starts to close by itself, when it finally opens and you go to play a map your character does not react to the mouse, the camera does not move, if you try to see how to solve it in the settings the character does not walk, I deleted it many times and the same thing always happens"
132005916,english,2023.01.01 18:51,❌,✅,0.7617793083,29,"i got the mobile game for free and it is very fun but then i wanted it on my computer and i saw it is 7 sheqels (about 2 american dollars) and bought it, the game is a scam. your character is slow and the controls suck, please dont buy this game","i got the mobile game for free and it is very fun but then i wanted it on my computer and i saw it is 7 sheqels (about 2 american dollars) and bought it, the game is a scam. your character is slow and the controls suck, please dont buy this game"
131645722,turkish,2023.00.27 15:01,❌,✅,0.6834182143,15,"Annesinin siktiğimin oyunu sakın almayın sadece serverda ben ve arkadaşım vardı parkour yapıldıktan hemen sonra am veledi oyun nasılsa oyuncuyu serverdan atıyo yada direk öldürüyo . almayın inşallah yapımcının göt dünya ticaret merkezi girer 
bide ayrıca WASD bok gibi çalışıyor a ya basınya aya uçuyoruz ama genede am veledleri elleri yerine göt kıllarıyla oyunu yaptığı için maplerde texture pack yok ama checkpoint var sevgilerimle anne siktiklerim sakın almayın gece 3.00 te oynamayın yoksa götünüze göktelen boydan girer okey?",
131645557,english,2023.00.27 14:57,✅,✅,0.4761904776,0,this game changed my life,this game changed my life
130594570,brazilian,2023.00.11 00:55,❌,✅,0.5238095522,1,Nmrl na minha opinião esse jogo deveria receber um prêmio de pior jogo que já existiu nem pra fazer uma versão igual do celular só que configura pra funcionar num teclado pelo amor de deus,"Nmrl in my opinion this game should receive an award for worst game that ever existed, not even to make a version like the one for cell phones, but configure it to work on a keyboard for the love of god"
130517379,english,2023.00.09 21:59,❌,✅,0.5,0,this game is nothing like the trailer and is very scam please read reviews before buying something i was a fool to buy this you shouldn't be,this game is nothing like the trailer and is very scam please read reviews before buying something i was a fool to buy this you shouldn't be
130369119,polish,2023.00.07 22:24,❌,✅,0.5238095522,1,nie polecam,I do not recommend
130162589,brazilian,2023.00.05 08:39,❌,✅,0.5238095522,5,Não recomendo jogo péssimo.,I do not recommend a terrible game.
130034058,english,2023.00.03 19:14,❌,❌,0.5,0,trash,trash
129481182,spanish,2022.11.28 06:37,❌,✅,0.5,0,no vale la pena no sirve para nada,"It's not worth it, it's useless"
128622654,bulgarian,2022.11.16 00:00,❌,✅,0.5238095522,1,nikoi ne q igrae nito ima tichane i ne mose da se mine i edna stepen,
128508841,russian,2022.11.14 01:44,❌,✅,0.5,0,"блять, нахуя я купил эту игру? она у меня даже не запускается","Fuck, why the fuck did I buy this game? It won't even start."
127990299,brazilian,2022.11.05 21:41,❌,✅,0.5238095522,5,"ruim
",bad
127550909,turkish,2022.10.29 18:39,❌,✅,0.5652173758,5,"ben beğenmedim önermem
",
127125293,turkish,2022.10.27 04:09,❌,✅,0.5,0,olm bu sadece enesin arka planındaki oyun değilmi,
125573919,english,2022.10.16 18:37,❌,✅,0.6364597082,13,I do not advise anyone to download this game,I do not advise anyone to download this game
123982021,polish,2022.09.17 21:50,✅,✅,0.4516128898,4,"Polecam, gra ma zarąbisty soundtrack, szereg map do wyboru i nie jest ona grą prostą. Dzięki niej nauczyłem się bunny hoppingu w prawdziwym życiu, pozdrawiam.","I recommend it. The game has a great soundtrack, a variety of maps to choose from, and it's not an easy game. Thanks to it, I learned bunny hopping in real life. Cheers!"
123711993,russian,2022.09.12 10:17,❌,✅,0.5419847369,2,"Нет туториолов не в стиме не в ютубе , непонятное управление , частые подвисы и ошибки, не оправдала цену , стоила бы бесплатно может стоило бы брать.","There are no tutorials on Steam or YouTube, the controls are unclear, there are frequent freezes and errors, it’s not worth the price, if it were free it might be worth buying."
123692926,russian,2022.09.11 22:59,❌,❌,0.5,1,"Это убожество , бехопить неполучаеться руковосдства игры нет ,  туториолов тоже , НЕ ПОКУПАЙТЕ!","This is rubbish, you can't uninstall it, there is no game manual, no tutorials either, DO NOT BUY!"
123687866,turkish,2022.09.11 20:46,❌,✅,0.5,0,yapıcagınız oyunu yiyim allah için,
123405035,russian,2022.09.05 22:39,❌,✅,0.5,0,Говно с багами,Shit with bugs
122363084,english,2022.08.17 12:21,❌,✅,0.5,0,The game isn't what it seems,The game isn't what it seems
122045390,english,2022.08.10 22:19,✅,✅,0.5,0,"ok i played it on phone and its good but i was getting it on pc and it did not work it was stuck on the screen
","ok i played it on phone and its good but i was getting it on pc and it did not work it was stuck on the screen
"
121969089,english,2022.08.09 13:19,❌,✅,0.5,0,how do i get a refund,how do i get a refund
121892822,french,2022.08.07 22:18,❌,✅,0.5652173758,3,"Alors pour faire simple, se jeu put la MERDE .Se inacceptable de crée un jeu comme ceci , qui est même pas complet .On dirait qu il a était cossue par un nouveau ne ,qui a aucun expérience surtout ne l acheter pas ,vous perdre de l argent pour rien.
Ne vous fier pas a la vidéo se de l arnaque TOTALE !!!!!
","So to put it simply, this game is CRAP. It's unacceptable to create a game like this, which isn't even complete. It looks like it was made by a newbie, who has no experience, especially don't buy it, you're wasting money for nothing.
Don't trust the video, it's a TOTAL scam!!!!!
"
121123359,spanish,2022.07.23 21:26,✅,✅,0.4769568443,4,no me abre el juego me ayudan,"The game won't open, help me."
120863338,spanish,2022.07.19 06:13,❌,✅,0.5,0,como juego con amigos,how I play with friends
120793197,english,2022.07.17 21:29,❌,✅,0.5,0,ㅤㅤㅤ,ㅤㅤㅤ
120360453,spanish,2022.07.10 02:41,✅,❌,0.4827586114,4,mala la wea,bad thing
